filename,average_plddt,ranking_score,iptm,ptm,dope,soap,dockq,cpscore,interface_plddt,sc,ec,frustrate,rmsd,bsa,refine_dope
7D2T_seed-5899171_sample-3model,91.84394139,0.89,0.9,0.85,-2.52947454,-3091.50293,0.960834216,0.182173382,92.15325338,0.683,0.116720967,43.322,0.331160635,1274.04,-4.087691309363246
5ZNG_seed-44925_sample-2model,85.14030424,0.91,0.81,0.76,-1.53273575,-1925.677612,0.715062692,0.185807574,80.91959306,0.695,0.132838486,83.841,0.357433438,807.49,-2.6757229420439805
6U08_seed-7051059_sample-3model,95.25397449,0.93,0.92,0.93,-2.739127509,-3122.401123,0.970693655,0.55828382,96.8313273,0.732,0.136262671,82.464,0.321271002,1160.31,-4.933300622227039
6U08_seed-981308_sample-1model,95.09163265,0.92,0.92,0.93,-2.712124135,-3173.064209,0.956139529,-0.176529837,96.5529046,0.734,0.141934598,83.499,0.312114149,1148.9,-4.891167709593326
6U08_seed-3942073_sample-3model,95.12013776,0.93,0.92,0.93,-2.743202113,-3155.26709,0.95941047,0.076431128,96.89299273,0.724,0.141492025,86.225,0.327800542,1151.25,-4.93472113639883
6U08_seed-1903384_sample-2model,95.08102041,0.92,0.92,0.93,-2.746582071,-3286.445313,0.971963906,0.097287543,96.44335636,0.738,0.133153686,76.26,0.336326569,1158.81,-4.942306671694324
6U08_seed-4582569_sample-1model,94.94040816,0.92,0.92,0.93,-2.730742199,-3306.082764,0.964946025,0.353395278,96.17925028,0.723,0.135806669,79.615,0.312925369,1143.31,-4.8956541752496605
6U08_seed-2333229_sample-1model,94.90397959,0.92,0.92,0.93,-2.746152796,-3234.434082,0.96746411,-0.38465218,96.68554273,0.722,0.138507099,89.641,0.345596671,1167.74,-4.920875463760181
7D2T_seed-1579680_sample-0model,91.88671386,0.89,0.9,0.84,-2.576255625,-2938.4646,0.917785902,0.750872746,92.42202967,0.672,0.123215834,43.955,0.367987275,1225.67,-4.190689111635008
7D2T_seed-4427077_sample-1model,91.69310175,0.89,0.9,0.85,-2.537670385,-3055.953125,0.894672773,-0.137168644,92.04101723,0.674,0.117729233,42.169,0.333908856,1241.08,-4.094936985093492
6A6I_seed-630484_sample-4model,84.2210829,0.87,0.81,0.77,-2.451967693,-1677.445068,0.72673145,0.120924549,87.21684514,0.614,0.134080198,71.785,0.448536545,723.261,-4.527407578586809
6U08_seed-52377_sample-2model,95.1149898,0.92,0.92,0.93,-2.730421414,-3196.493652,0.96563883,0.003237082,96.62531289,0.732,0.132778168,86.74,0.28294158,1145.37,-4.913798777337579
6A6I_seed-565733_sample-2model,84.02186706,0.86,0.8,0.76,-2.346949349,-1729.255615,0.785382571,0.085127217,90.06109717,0.674,0.135257398,74.133,0.640525281,723.02,-4.274920309288903
7D2T_seed-3877708_sample-1model,92.35384261,0.89,0.9,0.85,-2.561898055,-3070.410156,0.956016469,-0.503045948,92.36901223,0.686,0.117253051,44.9,0.331110656,1257.67,-4.146191525673806
6U08_seed-5306243_sample-3model,94.82729592,0.92,0.92,0.93,-2.740571826,-3240.693604,0.968581484,0.375655966,96.12287279,0.722,0.142881962,91.837,0.311481863,1158.73,-4.94510369619076
5ZNG_seed-1485043_sample-2model,85.39270616,0.92,0.83,0.77,-1.544770493,-1980.332031,0.742251945,0.002942502,80.92922529,0.671,0.122569954,82.445,0.288190752,803.75,-2.6872615917372578
7D2T_seed-1818050_sample-4model,91.66094172,0.89,0.91,0.84,-2.550139052,-2996.666748,0.943566696,0.146141355,91.28616817,0.705,0.137093273,43.555,0.309149325,1255.2,-4.12934322635694
7D2T_seed-4821021_sample-0model,91.74789924,0.89,0.9,0.84,-2.575752659,-2976.370361,0.93455055,0.08952711,93.2397001,0.68,0.125460719,38.184,0.329284847,1221.12,-4.184444964316029
6U08_seed-1067921_sample-0model,95.11158163,0.92,0.92,0.93,-2.755856761,-3244.651855,0.963410404,0.04416975,96.74120119,0.73,0.136299018,81.636,0.319920599,1161.46,-4.958803952466039
7D2T_seed-7889442_sample-1model,91.55669081,0.89,0.9,0.84,-2.574172744,-3085.930664,0.949902787,0.264724038,91.96189784,0.681,0.12005133,48.437,0.296501338,1243.57,-4.1614808357903454
6U08_seed-6847040_sample-4model,94.8507551,0.92,0.92,0.93,-2.716256887,-3335.498535,0.964368234,-0.121614041,96.2316484,0.745,0.140416566,93.9,0.350796223,1166.11,-4.879016849203821
6U08_seed-2889889_sample-4model,94.89360714,0.92,0.92,0.93,-2.745558445,-3196.623047,0.957802164,-0.00712544,96.6865153,0.718,0.135792002,76.289,0.309409618,1169.18,-4.94149625707667
7D2T_seed-9134516_sample-4model,91.86989134,0.89,0.9,0.85,-2.543312184,-3179.779053,0.966369061,-0.335337176,91.82647847,0.694,0.123576084,38.386,0.318488151,1246.84,-4.108966209345902
6A6I_seed-1818050_sample-0model,83.30049291,0.85,0.8,0.75,-2.40303742,-1549.142822,0.628545315,0.403193468,87.48446618,0.591,0.131860363,62.121,1.111828327,643.275,-4.437028765380297
6U08_seed-5527746_sample-3model,95.30218367,0.93,0.92,0.93,-2.744427499,-3149.365234,0.975644736,-0.093611954,96.94734354,0.717,0.141870784,83.013,0.321384192,1160.24,-4.940416097135538
6U08_seed-1818050_sample-4model,95.16591837,0.92,0.92,0.93,-2.75080419,-3186.904053,0.969919828,0.190677707,96.76851804,0.72,0.141740751,84.966,0.332222641,1155.38,-4.959900454686674
6U08_seed-8248319_sample-1model,94.97203061,0.92,0.92,0.93,-2.754510007,-3277.599365,0.965778016,-0.061865602,96.60965807,0.742,0.139300237,86.876,0.328753829,1147.67,-4.96696171487683
5ZNG_seed-1020037_sample-4model,84.33254604,0.84,0.73,0.73,-1.548371974,-2135.195557,0.737793198,-0.370260358,80.47230177,0.732,0.125527966,96.856,0.305006921,833.663,-2.7194238205074126
6A6I_seed-2057293_sample-0model,85.72439881,0.82,0.83,0.81,-2.789925888,-1643.267456,0.72202035,-0.035448384,88.61439837,0.585,0.137618535,63.533,0.40520373,678.422,-5.150209652269424
7D2T_seed-62687_sample-1model,91.39707935,0.89,0.9,0.84,-2.580184479,-3131.040283,0.958872473,0.283037868,91.20050562,0.686,0.120383408,43.897,0.330420405,1255.5,-4.162211733319001
7D2T_seed-7278045_sample-1model,91.86834047,0.89,0.9,0.84,-2.560671646,-3150.901123,0.922633568,0.03959434,91.86829351,0.689,0.118742455,42.998,0.299715549,1252.27,-4.135072200226236
7D2T_seed-2934233_sample-1model,91.7239809,0.89,0.9,0.85,-2.553797079,-2924.748535,0.902866905,0.160173601,92.63282188,0.687,0.11885476,45.398,0.324883521,1233.37,-4.140547308494767
7D2T_seed-9690929_sample-1model,91.6277379,0.89,0.9,0.84,-2.551888036,-2984.712646,0.920415885,0.402448004,91.70169072,0.7,0.124366887,40.836,0.342280746,1269.56,-4.120122341564235
6U08_seed-62687_sample-0model,94.98640816,0.92,0.92,0.93,-2.72982355,-3174.63916,0.965174431,-0.050483241,96.83633147,0.73,0.137935549,82.451,0.347743541,1150.82,-4.898719552678051
7D2T_seed-6786686_sample-2model,91.81901218,0.89,0.9,0.84,-2.563021115,-3106.937012,0.963123787,0.169531032,91.74619872,0.695,0.124625553,49.269,0.353759617,1265.12,-4.128935561035486
6U08_seed-2959009_sample-2model,95.15816837,0.93,0.92,0.93,-2.692872305,-3255.199463,0.966485111,0.32505515,96.8099771,0.737,0.139038197,79.067,0.294345587,1138.8,-4.848570458813234
6U08_seed-5220729_sample-2model,94.95292857,0.92,0.92,0.93,-2.716006736,-3252.52002,0.970625522,0.001965774,96.41793399,0.728,0.140740816,76.994,0.289386243,1150.88,-4.878683939382249
6U08_seed-3276017_sample-2model,94.74351531,0.92,0.92,0.93,-2.739886156,-3139.856445,0.969574219,-0.069220836,96.57116298,0.727,0.138122943,86.486,0.330345988,1144.33,-4.931969224166476
7D2T_seed-958038_sample-1model,92.05364504,0.89,0.9,0.84,-2.551338431,-3083.190674,0.904105069,0.510526334,92.01002357,0.698,0.11840532,47.015,0.322285205,1269.15,-4.09303921181414
7D2T_seed-6468151_sample-2model,91.59177807,0.89,0.9,0.84,-2.543254945,-2976.630371,0.872309925,-0.502391606,92.15607313,0.678,0.118192052,42.369,0.360618293,1242.37,-4.110986152791288
6U08_seed-5738523_sample-3model,95.06432143,0.92,0.92,0.93,-2.748246099,-3218.896484,0.977120682,0.114559321,96.52680111,0.716,0.137296997,83.335,0.297553897,1165.04,-4.958178545765573
7D2T_seed-3780606_sample-0model,91.77345407,0.89,0.9,0.85,-2.535127469,-3087.113281,0.931612636,0.358474922,92.13971073,0.693,0.119996707,44.632,0.311059982,1255.77,-4.074751423960924
7D2T_seed-5220729_sample-2model,91.49817583,0.89,0.9,0.84,-2.549632907,-3029.883789,0.973608392,0.2868467,91.54421324,0.689,0.120043612,47.33,0.323765934,1257.47,-4.111202119552265
6U08_seed-4572804_sample-4model,95.12270408,0.92,0.92,0.93,-2.759232427,-3284.103027,0.967062437,0.075276074,96.6432516,0.738,0.140376947,88.927,0.331816524,1162.79,-4.964030116960693
6U08_seed-5306243_sample-1model,95.42063265,0.93,0.93,0.93,-2.724787369,-3251.521973,0.965758029,0.187213975,97.11986223,0.738,0.141855624,81.679,0.323048651,1156.9,-4.92455207664106
6U08_seed-976083_sample-4model,95.31355612,0.93,0.92,0.93,-2.760255663,-3219.08667,0.970430284,-0.139629342,97.06137386,0.73,0.138703998,82.541,0.335574955,1288.39,-4.970682505653793
6U08_seed-1626957_sample-2model,95.2052398,0.93,0.92,0.93,-2.732677451,-3208.186523,0.966494508,0.045651128,96.85468525,0.718,0.137083199,78.155,0.298616588,1148.92,-4.911270227912703
7D2T_seed-2111856_sample-2model,91.96682252,0.89,0.9,0.84,-2.580899443,-3141.837402,0.899827229,0.225232027,91.94213988,0.7,0.12017528,45.126,0.365531743,1257.93,-4.18631857051238
7D2T_seed-7123372_sample-0model,91.87890352,0.89,0.9,0.85,-2.5514651,-2985.169678,0.852519985,0.813107218,91.8926988,0.684,0.122577697,38.831,0.331455737,1250.44,-4.118882074730517
7D2T_seed-9079663_sample-0model,91.55966743,0.89,0.9,0.84,-2.589247927,-3064.44165,0.945099382,0.114079028,91.359395,0.694,0.121892812,46.055,0.340409845,1249.72,-4.193033601815124
6U08_seed-8419699_sample-2model,95.21170408,0.93,0.93,0.93,-2.729471935,-3216.923584,0.9653984,-0.070019342,96.57551512,0.721,0.141106819,87.191,0.312171698,1167.1,-4.918861079334619
6U08_seed-4626543_sample-1model,94.91595408,0.92,0.92,0.93,-2.747209204,-3209.685791,0.949767247,-0.076743705,96.64855078,0.719,0.143170358,78.059,0.294428974,1140.74,-4.960633322867434
6U08_seed-31329_sample-3model,94.75678061,0.92,0.92,0.93,-2.759304623,-3194.133545,0.962360378,0.076933482,96.09920965,0.726,0.140330184,90.079,0.322571129,1153.41,-4.969212604331652
6U08_seed-3576985_sample-4model,95.14527551,0.92,0.92,0.93,-2.736594004,-3188.110352,0.970245952,0.406454846,96.64256445,0.733,0.139764207,86.571,0.316979498,1150.46,-4.942350495385545
6U08_seed-1045424_sample-3model,95.12390816,0.92,0.92,0.93,-2.746070063,-3318.407959,0.956012153,0.135753963,96.40859862,0.729,0.140196935,75.961,0.347568005,1149.07,-4.9470821624112045
7D2T_seed-1903384_sample-0model,91.91205137,0.9,0.91,0.85,-2.542433452,-3052.016113,0.896912775,-0.270908776,92.36293431,0.691,0.118238065,43.5,0.292160451,1257.64,-4.119408735128438
5ZNG_seed-5353575_sample-2model,84.99883907,0.92,0.83,0.76,-1.56748634,-2096.142822,0.73200771,-0.547402886,81.28707714,0.703,0.127147038,85.149,0.248860672,804.526,-2.731870783228649
6U08_seed-216089_sample-0model,95.11375,0.93,0.92,0.93,-2.719839385,-3254.320557,0.969524911,0.005378314,96.36541395,0.724,0.137111066,78.526,0.337088674,1136.73,-4.886639762272743
6U08_seed-565733_sample-0model,95.18588776,0.93,0.92,0.93,-2.745901475,-3026.064209,0.969639027,0.449039958,96.51052881,0.707,0.136256423,76.021,0.280088782,1150.77,-4.94925400921894
7D2T_seed-475010_sample-2model,91.64990122,0.89,0.9,0.84,-2.571569937,-3124.78833,0.975878812,0.066866275,92.01202852,0.68,0.121517335,44.869,0.318675458,1250.57,-4.1791171235775515
7D2T_seed-5632116_sample-1model,92.17756338,0.89,0.91,0.85,-2.540362231,-2933.979248,0.924724803,-0.064168677,92.26444135,0.694,0.119137705,47.607,0.337442189,1247.83,-4.079956326040353
6U08_seed-763339_sample-0model,94.84310204,0.92,0.92,0.93,-2.736087068,-3256.909668,0.970824595,-0.344819496,96.52537256,0.729,0.145849918,87.786,0.363998622,1152.59,-4.904060271910712
6U08_seed-4629991_sample-3model,95.02718878,0.92,0.92,0.93,-2.7340164,-3291.49707,0.962217795,-0.10101107,96.68606984,0.736,0.150626997,84.309,0.312606514,1141.51,-4.909360556826263
6U08_seed-2789072_sample-3model,94.89416327,0.92,0.92,0.93,-2.74467804,-3248.861816,0.971611176,0.027100616,96.73592076,0.739,0.150298241,76.653,0.316022247,1134.43,-4.933440487345242
6U08_seed-2789072_sample-2model,95.0397449,0.93,0.92,0.93,-2.715006915,-3197.509766,0.963024983,0.290154502,96.36773489,0.723,0.133938285,78.396,0.301182717,1137.1,-4.8778108854668165
6A6I_seed-52377_sample-3model,85.24161314,0.89,0.83,0.78,-2.321240496,-1543.873535,0.677089599,-0.231574213,89.30902104,0.603,0.129893162,71.06,0.463573307,708.277,-4.2618152862168355
5ZNG_seed-3048189_sample-1model,85.29484388,0.92,0.83,0.76,-1.522908148,-2152.425781,0.737732884,-0.021678502,80.85956388,0.668,0.129997337,92.69,0.263525218,809.849,-2.697990164094773
6U08_seed-6468151_sample-0model,94.89192857,0.92,0.92,0.93,-2.716202642,-3073.234619,0.966056372,-0.141271596,96.38988308,0.701,0.140789745,80.009,0.298902184,1157.63,-4.892561905733158
6IF2_seed-727438_sample-1model,86.24537449,0.83,0.82,0.87,-3.334422245,-3140.059814,0.586214202,0.059152819,86.35292216,0.666,0.14448297,74.106,0.299486399,1009.2,-6.123919818094529
6U08_seed-2333229_sample-0model,94.97577551,0.92,0.92,0.93,-2.706324234,-3190.327148,0.972140476,0.52561213,96.7571169,0.73,0.1427475,84.47,0.34883666,1163.55,-4.859990832744327
7D2T_seed-7278045_sample-2model,91.70902206,0.89,0.9,0.84,-2.607286843,-3028.142822,0.942866631,-0.168279728,91.66458991,0.693,0.119094866,43.288,0.343194693,1245.38,-4.2271472292510035
7D2T_seed-1020037_sample-4model,91.72749095,0.89,0.9,0.84,-2.556638913,-3104.538818,0.956537875,0.458960826,92.09771626,0.694,0.116012103,43.54,0.344776034,1255.56,-4.127294787999463
7D2T_seed-6893703_sample-2model,91.85804742,0.89,0.9,0.84,-2.601420856,-3160.163574,0.919445981,0.113524858,92.00338924,0.7,0.132375806,45.791,0.342529327,1267.95,-4.2019205763924035
6U08_seed-7002297_sample-4model,95.2885102,0.93,0.93,0.93,-2.704681671,-3280.804688,0.971475115,0.111343274,96.80906399,0.739,0.140550767,82.676,0.396625102,1141.75,-4.8599617971060995
7D2T_seed-9033122_sample-3model,91.93793876,0.89,0.9,0.84,-2.561296511,-2913.190674,0.897176082,0.41447094,92.31431731,0.695,0.125358942,44.577,0.34390521,1233.46,-4.156596091946055
6U08_seed-2962710_sample-0model,95.19010714,0.92,0.92,0.93,-2.753898875,-3238.817383,0.961957642,0.000259479,96.74535965,0.737,0.143497851,80.141,0.298460096,1146.03,-4.964400764867536
6U08_seed-2962710_sample-3model,95.04646939,0.92,0.92,0.93,-2.748223074,-3238.350098,0.965029183,-0.428663202,96.53587476,0.715,0.134362702,85.797,0.289832026,1149.84,-4.9490504238674315
6U08_seed-8448077_sample-2model,94.99730102,0.92,0.92,0.93,-2.737513043,-3149.092041,0.974674835,0.360374502,96.57956955,0.733,0.138293033,86.941,0.361334443,1139.89,-4.936733991025806
6U08_seed-7002297_sample-1model,95.31991837,0.93,0.92,0.93,-2.724441217,-3178.501953,0.96131879,0.245539569,96.99333338,0.738,0.140152147,83.809,0.350107729,1146.1,-4.905231560213106
6U08_seed-6893703_sample-0model,94.82691837,0.92,0.92,0.93,-2.741260227,-3166.255127,0.965361479,0.43143143,96.13076222,0.733,0.135630835,87.314,0.316832364,1149.15,-4.932384578223207
6U08_seed-7123372_sample-0model,95.17061224,0.92,0.92,0.93,-2.74746833,-3104.176758,0.977756713,-0.086585151,96.87246081,0.738,0.13464934,89.292,0.329279184,1151.86,-4.958147644444839
6U08_seed-3199569_sample-0model,95.44108673,0.93,0.93,0.93,-2.751182343,-3351.883057,0.965258929,0.3323599,97.02537599,0.752,0.144707338,89.416,0.345645547,1150.04,-4.946905133263886
6U08_seed-1579680_sample-1model,95.19757653,0.93,0.92,0.93,-2.757383421,-3180.030273,0.96881292,0.251086462,96.61823941,0.722,0.138651604,85.278,0.336919904,1145.47,-4.958095142734495
6U08_seed-9758665_sample-0model,95.07537755,0.92,0.92,0.93,-2.762847316,-3189.182861,0.957282415,0.135743987,96.78155234,0.712,0.136268173,82.151,0.300979108,1158.15,-4.973578530409204
7D2T_seed-8793655_sample-4model,91.60262759,0.89,0.9,0.84,-2.513924481,-2789.575684,0.908735696,-0.150059496,91.49799097,0.669,0.119999015,46.398,0.321446329,1228.32,-4.04800744231286
7D2T_seed-6826974_sample-0model,91.64268357,0.89,0.9,0.84,-2.532059326,-2958.680664,0.959956257,0.524345984,91.91656656,0.674,0.122319269,46.409,0.312898099,1229.1,-4.0795636665562105
7D2T_seed-4553996_sample-0model,91.94985183,0.89,0.9,0.84,-2.564015916,-2962.984375,0.845014646,-0.490161594,92.14992645,0.676,0.114063198,45.637,0.33171615,1245.14,-4.1340731188585185
7D2T_seed-634254_sample-2model,91.8924893,0.89,0.9,0.84,-2.572116362,-2899.905762,0.961994993,0.055634366,92.28958209,0.682,0.122108278,47.9,0.339560628,1254.78,-4.137600077108154
7D2T_seed-4231265_sample-1model,91.98472176,0.89,0.9,0.84,-2.563359252,-3046.433594,0.959312685,-0.105172928,92.39229528,0.698,0.139712327,42.056,0.303495377,1255.0,-4.135282747089102
6U08_seed-8381144_sample-3model,95.11326531,0.92,0.92,0.93,-2.740898855,-3337.476318,0.969319285,-0.074032025,96.51500017,0.747,0.143687703,77.06,0.318154126,1151.37,-4.954821437884329
6A6I_seed-5137724_sample-4model,84.2629649,0.79,0.79,0.78,-2.834331163,-1681.321045,0.790603099,0.086457238,87.09765205,0.63,0.139968949,60.868,0.617560625,663.01,-5.26515165464868
6A6I_seed-592774_sample-2model,84.55337565,0.87,0.82,0.76,-2.394248851,-1749.096313,0.764984445,-0.051164755,88.79101273,0.609,0.143507529,77.04,0.664099216,694.735,-4.394194522986503
6A6I_seed-6436575_sample-0model,83.21921583,0.85,0.79,0.75,-2.395143801,-1682.902222,0.728285786,0.566890824,88.32270093,0.621,0.140873042,75.982,0.463369191,649.264,-4.333900320271443
6A6I_seed-9104068_sample-0model,84.30008215,0.87,0.82,0.77,-2.325334769,-1635.64856,0.747445469,-0.241466072,89.10076947,0.643,0.131887942,69.095,0.53252238,701.799,-4.286813694022587
7D2T_seed-3859729_sample-4model,91.71177478,0.89,0.9,0.85,-2.56136011,-3132.384521,0.939311133,-0.041249684,91.83242191,0.697,0.121805738,43.682,0.332805485,1259.59,-4.138547002068289
7D2T_seed-4572804_sample-0model,91.75141258,0.89,0.9,0.84,-2.549891014,-2984.928955,0.937478831,0.259729284,92.27144652,0.688,0.119592004,47.673,0.303885669,1258.39,-4.115493768799757
6U08_seed-8419699_sample-4model,95.11608673,0.93,0.92,0.93,-2.723500714,-3149.871094,0.966361057,0.374718756,96.64540214,0.716,0.136300506,72.43,0.279106438,1154.89,-4.895179076603851
6U08_seed-9719344_sample-0model,95.08370408,0.92,0.92,0.93,-2.756236865,-3246.431152,0.969018819,0.208347958,96.79709034,0.724,0.137478984,82.87,0.307037234,1145.91,-4.966990289438039
6U08_seed-9758665_sample-3model,95.19634694,0.92,0.92,0.93,-2.746244895,-3220.623779,0.965618086,0.21900275,96.48180988,0.731,0.139306058,81.467,0.335858077,1140.2,-4.945483730526451
7D2T_seed-592774_sample-3model,91.76358578,0.89,0.9,0.84,-2.569586695,-3123.0896,0.957130894,-0.467772305,91.82282247,0.682,0.116381775,42.57,0.349529922,1239.86,-4.156462940419294
7D2T_seed-4647284_sample-3model,92.00198222,0.89,0.9,0.85,-2.563756218,-3184.817383,0.966541403,-0.013374515,92.69430694,0.7,0.119974426,45.834,0.323991239,1250.27,-4.153442257279157
6U08_seed-2534801_sample-4model,95.06181122,0.92,0.92,0.93,-2.683501613,-3169.287354,0.965171392,0.077228215,96.29797638,0.714,0.139985905,72.956,0.303792238,1152.58,-4.807512872445679
7D2T_seed-3915180_sample-2model,91.77317419,0.89,0.9,0.84,-2.576403493,-3090.77417,0.866465392,0.045285305,92.29337461,0.678,0.119924858,43.42,0.343861759,1236.95,-4.17744514568038
7D2T_seed-5365195_sample-1model,91.69098452,0.89,0.9,0.84,-2.524791502,-2972.364014,0.933211533,-0.608996114,92.22860971,0.686,0.123501354,45.127,0.318654746,1238.21,-4.062190162933454
6U08_seed-8331081_sample-1model,94.9264898,0.92,0.92,0.93,-2.733989473,-3218.859131,0.958020487,-0.179005581,96.47237185,0.731,0.142681423,82.868,0.306178868,1135.03,-4.940089153833799
6U08_seed-1067921_sample-3model,95.30629592,0.93,0.92,0.93,-2.747041786,-3232.451172,0.966627866,-0.199205663,96.90624694,0.723,0.139238151,82.817,0.293721169,1141.46,-4.946223191192534
7D2T_seed-981308_sample-4model,91.78591373,0.89,0.9,0.84,-2.588698322,-3064.920166,0.925709285,0.060883187,91.61335678,0.693,0.117968062,47.203,0.352290839,1264.42,-4.186025471320803
6IF2_seed-9104068_sample-4model,85.22365047,0.82,0.81,0.85,-3.180647081,-2763.494385,0.785047692,0.275990837,82.5603485,0.671,0.126523325,49.88,0.303927571,957.294,-5.9183749199348785
7D2T_seed-48323_sample-3model,91.64548568,0.89,0.9,0.84,-2.551390371,-2985.51123,0.975157818,0.492031114,91.0986201,0.695,0.123618371,45.779,0.359817922,1244.71,-4.1170995754035555
6U08_seed-7225604_sample-3model,95.04356633,0.92,0.92,0.93,-2.729453983,-3162.466064,0.964794943,0.000772836,96.63584531,0.718,0.138153116,92.041,0.31644997,1154.56,-4.904312065765358
7D2T_seed-2962710_sample-0model,91.65942048,0.89,0.9,0.84,-2.537085801,-2978.787598,0.973357646,0.248043653,92.21348031,0.687,0.122629123,50.741,0.276409537,1236.9,-4.092646289424492
6A6I_seed-7064254_sample-0model,84.37568335,0.88,0.82,0.77,-2.422618622,-1594.549316,0.781492415,0.14738944,90.01055047,0.549,0.141707572,74.113,0.503769934,689.578,-4.52258476007642
6U08_seed-634254_sample-3model,95.04641837,0.93,0.92,0.93,-2.747856629,-3143.651855,0.962001178,0.234600779,96.39890939,0.716,0.146941503,80.347,0.298725963,1155.7,-4.938778867604417
6U08_seed-8990825_sample-3model,95.35412755,0.93,0.93,0.93,-2.733183606,-3258.294434,0.969200527,0.127062126,97.01202227,0.736,0.143039225,84.189,0.318048149,1165.77,-4.932671358968463
6U08_seed-5365195_sample-0model,95.04665306,0.92,0.92,0.93,-2.722534844,-3204.128906,0.968595104,0.098271392,96.73929211,0.731,0.13453195,84.148,0.332526177,1143.74,-4.8992700236757365
7D2T_seed-7489234_sample-1model,91.60643727,0.89,0.91,0.85,-2.557888112,-2983.907715,0.967345619,0.29119028,92.03766436,0.685,0.122059708,46.459,0.334297746,1241.82,-4.126062428554409
5ZNG_seed-6893703_sample-0model,84.91594075,0.9,0.82,0.76,-1.521971393,-1956.754272,0.742113721,0.815637782,81.3435991,0.676,0.126621559,86.513,0.312959164,781.212,-2.682367636709519
6U08_seed-48323_sample-1model,94.97044898,0.92,0.92,0.93,-2.744349449,-3273.387939,0.957217018,0.234778881,96.5796245,0.742,0.142469138,81.178,0.342614174,1141.38,-4.936836942501088
7D2T_seed-1937927_sample-1model,91.86401383,0.89,0.9,0.84,-2.59985684,-3085.567871,0.970684751,0.48299937,92.76021982,0.689,0.11956011,41.958,0.338777483,1247.62,-4.219427009083417
6A6I_seed-930569_sample-4model,85.68532487,0.83,0.82,0.79,-2.790481642,-1692.146362,0.777617664,0.513356288,88.54232972,0.605,0.134451615,65.029,0.442474037,696.637,-5.184057599971684
6U08_seed-5008155_sample-3model,94.82581633,0.92,0.92,0.93,-2.72856031,-3167.061768,0.973350971,0.5456392,96.46066531,0.721,0.141108538,87.13,0.3129116,1151.16,-4.911956738005381
7D2T_seed-7969324_sample-1model,91.95373066,0.89,0.9,0.84,-2.57677608,-3056.253662,0.948914953,0.80780617,92.62444986,0.69,0.12062922,45.089,0.307050407,1244.8,-4.1475222724484
6A6I_seed-1042502_sample-4model,85.12307692,0.89,0.83,0.78,-2.421408407,-1678.286377,0.681033473,-0.160370606,88.10897284,0.594,0.1286739,68.145,0.726923168,752.898,-4.464332189373705
6IF2_seed-6826974_sample-2model,85.43890351,0.83,0.82,0.86,-3.197241874,-2535.011719,0.725411293,-0.002218003,86.15931939,0.675,0.134522354,48.564,0.295007735,894.296,-5.984436320926544
7D2T_seed-6440069_sample-0model,91.49812973,0.89,0.9,0.84,-2.586098695,-3249.912354,0.932626527,0.021736071,91.62064585,0.701,0.116425034,46.329,0.35942778,1262.44,-4.183424304473364
7D2T_seed-7115957_sample-1model,91.66054659,0.89,0.9,0.84,-2.586436302,-3125.049316,0.941718425,0.580332856,91.49476318,0.696,0.117412843,42.012,0.348324537,1270.83,-4.16493399848695
6U08_seed-958038_sample-1model,95.07667347,0.93,0.92,0.93,-2.725604163,-3178.151611,0.965216249,0.055031072,96.25784263,0.72,0.135466632,76.011,0.291388363,1151.08,-4.9016705921662345
7D2T_seed-7064254_sample-4model,91.71834047,0.89,0.9,0.84,-2.515882813,-3003.793945,0.971158706,-0.013146578,91.52440151,0.685,0.119602708,42.118,0.311089933,1259.27,-4.0573304962296834
6U08_seed-2534801_sample-3model,95.16352551,0.93,0.93,0.93,-2.713483377,-3181.948486,0.970507656,0.048543208,96.88280834,0.701,0.143502067,79.254,0.308178931,1169.68,-4.87553226116059
7D2T_seed-4449613_sample-4model,91.76358907,0.89,0.9,0.84,-2.554208355,-2869.825195,0.901562551,-0.244793179,92.40855349,0.687,0.124421844,43.961,0.335587561,1231.57,-4.112120691164813
6U08_seed-216089_sample-3model,95.21870408,0.93,0.92,0.93,-2.76268263,-3221.299805,0.968863219,0.100323559,96.84629939,0.732,0.132658966,90.644,0.31748262,1158.33,-4.978992786846138
7D2T_seed-6786686_sample-1model,91.74613105,0.89,0.9,0.84,-2.559541167,-2969.86499,0.902945614,-0.026052192,92.65026625,0.694,0.122537196,46.61,0.349494815,1229.24,-4.126340562355677
5ZNG_seed-1818050_sample-2model,84.59083267,0.85,0.77,0.74,-1.561217667,-2048.050537,0.755370555,-0.486640158,79.4294622,0.676,0.134774019,75.581,0.329605818,740.311,-2.7743563976852226
6A6I_seed-9977429_sample-0model,85.28836445,0.88,0.83,0.78,-2.598309839,-1525.350708,0.746582156,0.04571494,89.04057704,0.575,0.131263236,65.516,0.589839339,685.013,-4.836025175208727
7D2T_seed-7568354_sample-2model,91.76123477,0.89,0.9,0.84,-2.595640729,-3065.24292,0.96965294,-0.280156122,91.58643955,0.684,0.121565864,44.962,0.325706065,1249.7,-4.206085565856769
7D2T_seed-1042502_sample-3model,91.90690484,0.89,0.9,0.84,-2.526915723,-3057.315674,0.965403853,-0.344942744,91.11827708,0.69,0.118446791,44.691,0.287799805,1245.96,-4.059866745640775
